batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch2425,Cobrançosa,3.95,55.77,21.27,0.39,30.8,40.4,2.04,2.1,15.54,374.2,0.83,8.21,1.7,0.17,0.0088,3.0,3.6,4.7,False
batch2426,Arbequina,3.96,53.44,20.33,0.91,20.0,44.3,0.35,2.8,9.31,304.53,1.66,4.0,1.52,0.27,0.011,4.6,3.1,3.7,False
batch2427,Arbequina,1.84,52.69,21.11,0.34,29.0,49.2,1.38,6.7,16.57,364.57,0.84,8.54,1.67,0.17,0.0069,4.1,3.8,4.3,False
batch2428,Cobrançosa,3.17,57.81,21.73,0.23,31.5,45.5,1.25,5.9,16.43,336.51,0.64,9.17,1.66,0.15,0.0068,2.8,3.3,3.8,False
batch2429,Arbequina,2.41,48.74,19.68,0.01,25.4,37.2,0.46,0.2,19.45,457.94,0.25,4.45,1.46,0.14,0.0069,4.8,5.0,5.3,True
batch2430,Galega,3.73,57.69,14.67,0.32,27.5,28.0,1.19,9.0,11.56,385.36,0.68,3.54,1.4,0.17,0.0075,4.9,4.2,4.4,False
batch2431,Galega,3.76,54.54,18.66,0.6,24.5,28.0,0.16,7.5,12.78,386.41,1.12,2.0,1.26,0.21,0.0098,4.8,4.2,4.8,False
batch2432,Picual,2.84,55.03,21.57,0.04,25.4,54.4,2.55,8.3,16.31,279.5,0.39,7.98,1.77,0.14,0.0051,5.1,2.9,3.4,True
batch2433,Galega,3.59,52.97,14.47,0.37,27.7,52.1,2.15,3.7,10.49,290.9,0.86,10.07,1.74,0.2,0.009,4.9,3.0,3.8,False
batch2434,Arbequina,1.9,45.9,17.22,0.67,31.2,54.4,0.77,5.5,9.27,339.3,1.33,11.35,1.91,0.23,0.0099,2.9,3.0,4.0,False
batch2435,Galega,2.69,45.79,14.77,0.08,21.7,50.6,0.49,4.3,11.63,304.76,0.4,5.74,1.53,0.13,0.0062,4.2,2.8,3.5,True
batch2436,Arbequina,1.94,45.76,16.08,0.05,26.0,31.6,1.97,1.6,15.78,512.83,0.28,3.35,1.41,0.14,0.007,4.9,4.9,5.9,True
batch2437,Galega,3.44,55.07,17.26,0.71,28.2,48.3,0.04,12.5,11.67,256.16,1.36,8.66,1.69,0.24,0.0095,4.1,2.3,3.1,False
batch2438,Cobrançosa,3.25,45.36,15.04,0.17,24.6,37.0,0.43,12.2,13.79,350.06,0.53,5.07,1.43,0.15,0.0067,4.6,3.5,4.3,True
batch2439,Picual,4.08,46.31,18.86,0.16,21.8,37.6,0.73,1.5,15.0,356.35,0.47,2.91,1.37,0.15,0.006,4.4,3.4,4.3,True
batch2440,Galega,2.66,45.11,14.08,0.04,30.2,52.5,2.81,0.8,11.73,371.63,0.41,10.27,1.81,0.14,0.0056,3.3,3.9,4.2,True
batch2441,Cobrançosa,1.9,49.1,17.55,0.13,20.9,27.9,2.1,6.3,13.09,448.58,0.39,2.0,1.3,0.14,0.0061,4.4,4.5,5.2,True
batch2442,Cobrançosa,4.43,45.1,21.68,0.98,26.7,30.2,2.07,3.1,13.13,401.88,1.67,4.39,1.49,0.27,0.0128,5.0,4.0,4.6,False
batch2443,Galega,4.09,49.49,16.55,0.02,24.3,52.0,1.61,5.1,14.4,257.37,0.36,7.72,1.63,0.13,0.005,4.7,2.2,3.0,True
batch2444,Arbequina,3.97,54.05,19.76,0.31,31.2,44.2,1.08,0.0,15.35,375.77,0.74,9.06,1.62,0.16,0.0073,2.7,4.0,4.3,False
batch2445,Picual,2.41,57.82,20.28,0.46,26.9,46.1,1.49,13.3,15.46,295.56,0.98,7.69,1.62,0.21,0.0077,5.1,2.6,3.4,False
batch2446,Galega,1.88,48.7,19.09,0.09,23.1,39.5,0.62,9.5,16.89,368.08,0.37,3.97,1.4,0.13,0.0052,4.9,3.7,4.3,True
batch2447,Cobrançosa,4.42,50.26,14.87,0.24,23.7,45.4,2.9,0.1,12.79,311.03,0.64,6.07,1.49,0.17,0.0061,4.6,3.0,3.8,False
batch2448,Picual,1.84,47.91,15.7,0.63,25.6,33.0,2.4,8.9,12.1,450.09,1.16,3.62,1.46,0.21,0.0102,4.7,4.3,5.3,False
batch2449,Galega,2.86,49.53,17.52,0.08,29.1,47.7,2.55,10.7,16.38,307.78,0.4,9.16,1.71,0.14,0.0043,3.9,3.1,3.5,True
batch2450,Arbequina,3.63,45.4,16.17,0.32,30.7,35.5,0.68,12.0,13.14,330.33,0.73,7.36,1.6,0.2,0.0099,3.2,3.2,3.8,False
batch2451,Arbequina,3.51,56.31,14.52,0.27,28.1,43.8,2.82,4.1,12.0,368.06,0.67,7.23,1.61,0.15,0.0085,4.8,3.7,4.6,False
batch2452,Picual,2.46,54.48,20.73,0.57,22.9,51.5,0.75,10.7,12.55,264.03,1.14,7.92,1.64,0.21,0.0102,4.8,2.5,3.1,False
batch2453,Picual,1.9,50.38,16.38,0.8,20.2,35.4,2.46,3.6,8.66,420.91,1.48,2.0,1.28,0.25,0.0121,4.4,4.1,5.1,False
batch2454,Picual,4.07,46.69,16.0,0.09,21.5,51.9,2.82,13.9,11.63,201.04,0.46,6.93,1.56,0.14,0.0066,4.6,1.7,2.3,True
batch2455,Cobrançosa,3.77,56.97,21.11,0.21,22.7,36.9,0.26,1.2,16.18,381.62,0.54,3.19,1.44,0.14,0.0065,4.7,3.7,4.6,False
batch2456,Galega,2.97,56.52,15.48,0.25,30.3,38.8,0.03,4.8,12.22,412.59,0.62,7.05,1.63,0.16,0.0077,3.5,3.8,5.0,False
batch2457,Picual,3.64,53.41,20.19,0.29,25.7,53.2,0.76,5.5,14.82,268.85,0.73,8.66,1.72,0.17,0.007,5.0,2.6,3.5,False
batch2458,Arbequina,3.68,46.11,18.48,0.06,30.4,53.5,2.88,2.5,14.64,312.87,0.42,11.1,1.8,0.14,0.0057,3.3,3.1,3.6,True
batch2459,Cobrançosa,3.88,55.84,16.98,0.41,29.2,43.8,0.71,10.7,13.06,312.1,0.89,7.83,1.71,0.18,0.0081,3.9,3.1,3.9,False
batch2460,Arbequina,3.15,50.36,16.03,0.02,21.1,30.9,1.4,0.2,12.88,445.01,0.23,2.0,1.39,0.13,0.0049,4.7,4.8,5.3,True
batch2461,Arbequina,4.11,46.69,18.6,0.21,31.8,38.7,2.01,3.5,14.69,361.47,0.58,8.19,1.66,0.17,0.008,2.5,3.3,4.1,False
batch2462,Picual,4.28,49.34,15.62,0.32,30.0,40.9,1.0,1.2,12.98,399.51,0.73,7.42,1.54,0.19,0.009,3.6,4.1,4.9,False
batch2463,Picual,2.64,45.29,15.61,0.1,28.8,51.6,2.73,11.9,13.3,262.13,0.46,9.6,1.72,0.16,0.0066,4.3,2.4,3.4,True
batch2464,Picual,4.41,57.42,16.17,0.01,29.6,40.8,0.01,12.3,14.6,282.59,0.27,8.03,1.69,0.14,0.0049,3.9,3.0,3.5,True
batch2465,Cobrançosa,2.54,48.05,18.52,0.67,31.8,47.8,2.31,4.9,12.09,347.99,1.3,10.33,1.75,0.24,0.0102,2.4,3.4,4.1,False
batch2466,Arbequina,3.43,56.81,18.32,0.13,31.4,48.2,2.7,14.8,14.03,250.99,0.53,10.59,1.78,0.16,0.0067,2.3,2.6,3.1,True
batch2467,Cobrançosa,3.51,46.63,14.58,0.37,25.6,45.8,1.85,5.5,11.94,329.23,0.84,6.21,1.54,0.19,0.0082,4.8,3.5,4.1,False
batch2468,Cobrançosa,3.15,50.57,15.13,0.18,23.5,26.0,2.21,13.1,12.02,350.76,0.47,2.54,1.35,0.14,0.0045,4.5,3.3,4.3,True
batch2469,Cobrançosa,2.5,47.2,19.27,0.32,26.5,38.2,1.99,7.0,16.52,421.52,0.74,5.02,1.5,0.18,0.0075,5.0,4.3,5.0,False
batch2470,Arbequina,3.94,57.78,19.97,0.0,20.7,51.1,0.57,1.1,13.78,252.03,0.32,5.67,1.54,0.12,0.0056,4.2,2.3,3.0,True
batch2471,Cobrançosa,3.4,48.05,17.85,0.56,29.2,28.8,1.03,7.9,13.56,432.11,1.04,3.91,1.42,0.2,0.0093,4.4,4.2,5.3,False
batch2472,Cobrançosa,2.49,55.05,18.33,0.01,25.4,27.4,2.13,4.4,16.68,476.59,0.19,2.55,1.4,0.12,0.0043,5.0,4.9,5.7,True
batch2473,Picual,2.44,49.35,15.53,0.0,20.5,33.8,0.35,1.2,12.58,440.35,0.23,2.0,1.34,0.13,0.0068,4.3,4.2,5.6,True
batch2474,Cobrançosa,4.0,52.82,20.02,0.49,22.3,27.3,1.01,1.6,13.32,408.45,0.93,2.0,1.36,0.2,0.0089,4.4,3.9,5.0,False
batch2475,Arbequina,2.1,47.11,17.19,0.26,23.1,52.7,2.69,8.9,12.18,268.9,0.72,7.31,1.62,0.15,0.0074,4.5,2.8,3.0,False
batch2476,Cobrançosa,1.94,55.93,17.83,0.11,24.2,28.4,2.37,4.8,15.24,493.7,0.33,2.0,1.3,0.14,0.0065,4.9,4.8,5.8,True
batch2477,Cobrançosa,3.46,54.22,14.19,0.01,28.2,40.0,2.67,1.2,13.47,408.46,0.24,6.48,1.56,0.12,0.0072,4.4,4.1,4.7,True
batch2478,Arbequina,3.31,51.6,20.21,0.08,25.9,53.0,2.08,4.0,16.63,306.35,0.42,8.31,1.72,0.14,0.0065,4.9,3.1,4.0,True
batch2479,Picual,3.46,45.97,19.65,0.08,27.8,26.8,2.01,6.6,18.32,436.2,0.34,3.3,1.45,0.12,0.0064,4.2,4.4,5.4,True
batch2480,Arbequina,1.94,47.82,19.71,0.03,23.1,42.1,1.94,13.5,18.24,324.31,0.31,5.0,1.46,0.13,0.0058,4.6,3.2,3.3,True
batch2481,Cobrançosa,4.26,55.69,18.68,0.14,29.6,53.3,0.31,8.9,13.93,249.75,0.52,10.28,1.77,0.15,0.0079,3.4,2.4,3.1,True
batch2482,Cobrançosa,4.4,48.65,14.21,0.27,27.8,34.9,2.13,7.2,12.58,354.47,0.62,5.94,1.46,0.16,0.009,4.5,3.7,4.3,False
batch2483,Cobrançosa,2.69,50.77,20.19,0.43,21.4,36.2,1.08,4.2,14.05,395.73,0.87,2.57,1.41,0.19,0.009,4.1,4.2,4.8,False
batch2484,Galega,3.56,57.19,16.22,0.02,24.6,44.4,2.38,11.9,14.51,266.71,0.31,7.06,1.58,0.12,0.0059,5.0,2.4,2.9,True
batch2485,Cobrançosa,2.53,53.4,20.28,0.04,25.4,40.5,0.14,4.3,19.04,411.34,0.3,5.78,1.57,0.14,0.0052,4.9,4.5,5.2,True
batch2486,Cobrançosa,3.45,45.89,19.63,0.01,23.8,37.5,0.24,1.3,18.87,402.37,0.28,4.65,1.46,0.15,0.0049,4.5,4.3,4.9,True
batch2487,Picual,2.4,55.6,14.25,0.61,27.2,30.9,1.15,10.3,10.17,440.78,1.09,3.8,1.49,0.22,0.0093,4.5,4.5,5.2,False
batch2488,Cobrançosa,3.26,49.54,17.63,0.87,20.2,34.6,0.27,10.6,8.83,321.2,1.51,2.0,1.34,0.24,0.0124,4.6,3.3,3.7,False
batch2489,Cobrançosa,3.95,52.21,20.55,0.41,24.9,44.6,1.65,3.2,16.6,322.21,0.9,5.43,1.42,0.19,0.0088,5.0,3.2,3.7,False
batch2490,Arbequina,3.9,48.22,21.7,0.0,22.8,54.0,1.93,4.5,16.84,246.71,0.33,7.98,1.7,0.13,0.006,4.6,2.7,2.9,True
batch2491,Arbequina,3.14,56.98,20.14,0.19,21.2,47.6,1.33,2.4,13.93,306.84,0.59,5.73,1.57,0.16,0.0073,4.9,3.5,3.6,True
batch2492,Cobrançosa,1.93,50.42,16.91,0.22,27.7,45.9,0.56,8.5,15.43,367.54,0.63,7.71,1.65,0.15,0.0095,4.8,3.8,4.5,False
batch2493,Galega,1.93,47.66,16.01,0.09,21.9,54.9,2.41,3.8,10.68,297.15,0.47,6.65,1.57,0.13,0.0056,4.5,2.9,3.5,True
batch2494,Cobrançosa,4.03,45.87,15.87,0.19,23.2,36.1,0.15,12.0,13.84,307.94,0.51,2.33,1.36,0.15,0.0081,4.9,2.9,3.6,True
batch2495,Picual,3.5,53.75,17.7,0.69,21.2,33.0,1.75,12.4,10.32,318.61,1.27,2.0,1.26,0.23,0.011,4.4,3.3,3.6,False
batch2496,Galega,3.44,48.28,16.65,0.0,30.2,39.2,0.98,10.9,15.8,330.47,0.24,7.72,1.63,0.12,0.0037,3.6,3.5,4.0,True
batch2497,Picual,3.33,55.27,20.98,0.26,22.8,43.0,1.75,2.3,16.47,342.27,0.63,4.57,1.46,0.16,0.0061,4.8,3.3,4.2,False
batch2498,Arbequina,4.31,53.55,15.28,0.03,22.9,50.9,0.72,2.3,12.78,256.73,0.34,7.14,1.62,0.15,0.0058,4.4,2.6,3.0,True
batch2499,Arbequina,4.06,48.11,15.51,0.11,29.0,27.1,2.64,0.9,14.16,439.05,0.39,4.05,1.51,0.14,0.0065,4.0,4.4,5.1,True
batch2500,Arbequina,3.23,50.71,17.71,0.06,21.7,42.3,0.16,13.4,14.53,268.09,0.31,4.31,1.42,0.12,0.0063,4.3,2.6,3.0,True
batch2501,Galega,2.78,50.17,16.43,0.75,29.1,47.4,0.38,3.1,10.95,377.7,1.4,8.26,1.74,0.25,0.0109,3.7,3.4,4.4,False
batch2502,Galega,2.59,51.83,19.34,0.05,28.6,39.4,2.24,0.9,18.21,472.53,0.29,6.14,1.66,0.12,0.0062,4.1,4.9,5.4,True
batch2503,Cobrançosa,3.75,49.38,19.84,0.07,28.9,49.8,2.63,4.8,18.11,300.95,0.41,8.75,1.7,0.13,0.0063,4.0,3.1,3.4,True
batch2504,Arbequina,2.36,46.2,18.23,0.45,27.2,49.0,1.62,4.9,14.46,358.49,0.98,8.0,1.66,0.2,0.0098,5.1,3.8,4.2,False
batch2505,Cobrançosa,3.34,57.4,18.5,0.4,21.8,37.9,1.39,10.0,12.47,321.04,0.85,3.83,1.46,0.17,0.0061,4.9,3.2,3.7,False
batch2506,Arbequina,2.9,50.82,15.51,0.49,28.8,25.3,0.5,10.3,10.67,440.58,0.93,3.75,1.38,0.19,0.0078,4.2,4.4,4.9,False
batch2507,Arbequina,2.49,54.39,19.9,0.55,29.1,51.0,1.61,2.9,13.65,354.97,1.12,9.36,1.73,0.2,0.011,4.1,3.2,4.3,False
batch2508,Picual,2.19,46.96,15.3,0.14,23.5,29.1,2.2,0.4,13.39,533.33,0.42,2.05,1.3,0.14,0.0068,4.5,5.1,6.5,True
batch2509,Arbequina,2.51,56.58,21.93,0.0,24.3,29.4,1.13,14.7,19.81,351.43,0.19,2.77,1.43,0.13,0.0053,4.3,3.4,4.3,True
batch2510,Picual,2.23,51.61,17.83,0.7,27.3,45.4,2.92,10.5,12.64,351.67,1.34,7.34,1.71,0.21,0.0121,4.8,3.8,4.2,False
batch2511,Galega,2.78,52.49,18.2,0.21,28.8,52.1,1.63,1.0,14.27,362.41,0.62,9.88,1.79,0.16,0.0071,3.9,3.6,4.4,False
batch2512,Arbequina,3.82,53.25,21.3,0.05,23.1,38.0,1.75,8.3,18.47,311.3,0.34,2.72,1.44,0.12,0.0061,4.4,2.9,3.8,True
batch2513,Arbequina,2.45,53.92,16.03,0.35,25.9,40.3,1.03,6.1,13.06,395.19,0.79,4.96,1.51,0.17,0.0089,4.8,3.8,4.8,False
batch2514,Picual,2.2,50.82,14.63,0.48,24.1,31.2,2.4,4.7,11.18,470.4,0.94,2.53,1.41,0.2,0.0092,4.6,4.6,5.7,False
batch2515,Picual,3.92,49.59,20.54,0.04,27.2,44.2,0.72,3.8,20.2,353.31,0.32,6.99,1.56,0.14,0.0053,4.7,3.5,4.0,True
batch2516,Galega,4.19,45.2,15.29,0.15,28.2,46.5,2.8,14.0,14.52,272.83,0.52,8.78,1.72,0.15,0.0059,4.3,2.4,3.1,True
batch2517,Arbequina,3.48,45.43,18.41,0.09,30.5,41.4,2.94,11.7,16.34,321.49,0.39,8.43,1.69,0.15,0.0054,3.2,3.5,3.8,True
batch2518,Picual,2.9,50.77,20.44,0.23,26.8,46.3,0.87,2.1,18.68,382.85,0.6,6.79,1.59,0.15,0.0061,5.0,3.9,4.6,False
batch2519,Arbequina,3.57,48.61,15.3,0.07,24.3,41.0,2.99,6.1,14.1,353.27,0.35,4.03,1.47,0.13,0.0053,5.0,3.5,4.0,True
batch2520,Arbequina,2.18,47.98,17.45,0.08,25.4,25.4,1.51,5.3,14.96,486.95,0.34,2.02,1.41,0.13,0.006,5.1,5.1,6.0,True
batch2521,Cobrançosa,2.1,57.78,19.35,0.2,25.4,40.8,0.05,1.5,15.85,445.31,0.56,5.61,1.57,0.17,0.0078,4.8,4.2,5.4,True
batch2522,Galega,2.31,51.53,20.33,0.53,28.3,51.0,1.64,14.0,14.72,287.13,1.12,9.74,1.69,0.21,0.0106,4.4,2.6,3.6,False
batch2523,Picual,2.33,54.42,16.29,0.47,29.3,44.7,1.43,10.7,12.22,346.3,1.0,8.25,1.67,0.21,0.009,4.1,3.3,4.3,False
batch2524,Galega,2.13,55.58,21.63,0.26,23.0,31.0,0.03,4.4,16.67,472.1,0.57,2.15,1.32,0.14,0.0085,4.6,4.5,5.5,False
batch2525,Galega,3.84,52.84,20.28,0.39,21.5,54.5,2.28,11.3,11.46,207.0,0.9,6.79,1.65,0.21,0.0097,4.4,2.0,2.3,False
batch2526,Galega,4.33,55.25,17.13,0.02,22.4,36.5,1.58,4.2,14.71,336.49,0.23,2.88,1.36,0.13,0.0054,4.5,3.3,3.8,True
batch2527,Cobrançosa,2.05,50.31,20.24,0.05,22.7,30.0,2.95,5.3,18.07,455.6,0.32,2.0,1.39,0.14,0.0049,4.1,4.4,5.7,True
batch2528,Arbequina,3.27,56.28,15.35,0.29,28.6,44.0,2.28,12.7,12.13,303.53,0.7,9.31,1.71,0.16,0.0092,4.5,2.9,3.5,False
batch2529,Cobrançosa,2.36,53.17,16.57,0.07,23.9,38.7,0.62,6.2,14.97,394.5,0.34,4.54,1.39,0.15,0.0068,4.6,4.0,4.8,True
batch2530,Galega,3.73,53.53,14.31,0.04,23.3,41.9,2.47,4.9,12.72,343.21,0.35,5.19,1.48,0.14,0.0061,4.3,3.7,4.3,True
batch2531,Galega,4.05,49.0,18.83,0.53,28.8,42.8,1.75,11.5,14.2,278.65,1.04,8.12,1.72,0.2,0.0081,3.8,2.4,3.3,False
batch2532,Arbequina,4.05,51.97,20.08,0.75,28.8,32.1,2.39,7.8,13.5,386.56,1.29,5.29,1.52,0.22,0.0098,4.1,3.9,4.4,False
batch2533,Cobrançosa,2.44,53.5,20.22,0.21,21.2,41.1,2.16,6.8,14.97,345.08,0.54,4.15,1.46,0.16,0.0068,4.8,3.2,4.1,False
batch2534,Arbequina,3.41,52.34,19.5,0.07,20.5,38.8,0.25,11.4,14.18,282.85,0.33,2.69,1.41,0.13,0.0069,4.2,2.8,3.2,True
batch2535,Picual,4.09,47.67,20.11,0.05,31.3,28.9,1.91,14.6,17.61,316.64,0.28,5.87,1.56,0.11,0.005,2.8,3.3,3.9,True
batch2536,Picual,3.9,56.23,18.58,0.14,29.3,26.5,0.96,14.1,15.02,346.78,0.42,3.98,1.39,0.14,0.0047,3.6,3.6,4.2,True
batch2537,Picual,3.14,52.81,21.68,0.15,30.2,39.3,1.7,14.1,18.68,323.7,0.45,8.44,1.71,0.14,0.0059,3.7,2.9,4.0,True
batch2538,Arbequina,1.95,47.73,14.85,0.21,31.1,48.0,1.88,2.6,12.49,410.89,0.59,9.36,1.78,0.17,0.0073,3.6,3.8,4.9,False
batch2539,Galega,2.28,57.39,17.89,0.55,28.5,28.0,0.27,6.4,12.53,497.75,1.02,4.22,1.43,0.2,0.008,4.6,5.1,6.1,False
batch2540,Arbequina,3.24,53.64,16.89,0.43,31.1,39.1,1.7,13.0,12.48,285.77,0.91,8.43,1.68,0.19,0.0077,3.0,2.9,3.6,False
batch2541,Cobrançosa,4.11,53.51,18.27,0.01,25.4,25.9,2.35,13.8,15.99,291.41,0.23,3.07,1.4,0.12,0.0068,4.9,2.9,3.3,True
batch2542,Galega,2.55,48.98,17.97,0.16,22.4,27.2,2.32,14.5,14.49,343.68,0.44,2.0,1.25,0.16,0.0068,4.4,3.6,4.1,True
batch2543,Cobrançosa,2.18,57.42,17.6,0.05,22.6,38.1,0.01,0.3,14.34,447.48,0.25,3.36,1.45,0.14,0.0056,4.7,4.5,5.1,True
batch2544,Galega,2.67,45.67,16.53,0.75,29.3,36.3,1.78,3.6,11.39,469.12,1.36,5.74,1.56,0.23,0.0107,4.1,4.6,5.7,False
batch2545,Picual,3.67,46.3,19.7,0.21,21.8,46.3,0.76,1.3,15.57,322.71,0.63,4.49,1.54,0.18,0.0057,4.7,3.2,3.8,False
batch2546,Galega,2.29,53.63,17.51,0.0,24.0,26.9,0.56,5.3,15.28,461.24,0.18,2.0,1.35,0.12,0.0064,4.9,4.5,5.1,True
batch2547,Cobrançosa,2.11,52.67,21.8,0.14,23.1,30.1,1.7,11.0,18.12,407.24,0.39,2.0,1.38,0.13,0.0064,4.8,4.2,5.4,True
batch2548,Picual,3.47,52.59,17.07,0.15,28.3,53.3,2.8,2.7,13.4,329.92,0.56,10.88,1.8,0.16,0.0073,4.4,3.1,4.1,True
batch2549,Picual,2.39,52.44,18.59,0.23,28.3,53.7,0.48,4.9,13.78,332.98,0.65,10.07,1.73,0.17,0.0089,4.3,3.4,4.2,False
batch2550,Cobrançosa,2.52,51.84,17.09,0.11,22.7,27.0,0.04,2.2,13.55,476.75,0.35,2.0,1.4,0.13,0.006,4.8,4.8,5.6,True
batch2551,Galega,2.22,54.29,18.29,0.68,23.1,28.8,0.56,8.7,11.94,440.63,1.24,2.0,1.35,0.22,0.0108,4.7,4.4,5.5,False
batch2552,Arbequina,3.17,51.57,19.99,0.71,27.4,26.9,2.53,5.7,12.91,445.8,1.29,3.1,1.45,0.23,0.0123,4.7,4.1,5.1,False
batch2553,Picual,4.02,53.89,16.21,0.23,22.9,53.1,1.84,11.0,11.0,210.51,0.67,7.89,1.61,0.16,0.0062,4.4,2.1,2.1,False
batch2554,Galega,4.16,57.36,21.75,0.01,21.5,27.1,2.75,5.1,16.06,368.66,0.25,2.0,1.28,0.13,0.0055,4.8,3.6,4.2,True
batch2555,Arbequina,3.38,52.19,20.47,0.0,25.0,27.8,2.28,6.8,19.04,419.03,0.23,2.61,1.34,0.12,0.0073,4.7,4.1,4.9,True
batch2556,Arbequina,4.03,57.97,17.55,0.38,30.8,40.4,0.88,14.4,13.09,275.89,0.85,7.01,1.57,0.18,0.0073,2.9,2.9,3.4,False
batch2557,Cobrançosa,3.37,48.56,19.05,0.03,20.1,47.7,1.74,4.9,14.39,277.01,0.34,4.39,1.4,0.14,0.0055,4.4,2.6,3.5,True
batch2558,Cobrançosa,2.76,49.87,20.64,0.05,29.9,38.2,1.98,12.0,19.73,373.84,0.31,7.31,1.6,0.14,0.0041,3.6,3.7,4.9,True
batch2559,Galega,1.8,50.37,14.85,0.0,26.9,43.5,0.57,6.0,14.4,416.8,0.28,6.56,1.65,0.12,0.004,5.0,4.3,4.9,True
batch2560,Galega,1.97,54.67,17.12,0.32,29.3,42.2,0.4,2.3,13.82,458.17,0.74,7.39,1.57,0.18,0.0087,3.6,4.5,5.6,False
batch2561,Cobrançosa,4.48,54.26,16.83,0.09,21.0,39.0,1.11,2.3,12.66,335.12,0.38,2.99,1.41,0.13,0.0067,4.3,3.6,3.7,True
batch2562,Cobrançosa,3.47,57.84,21.14,0.04,30.6,30.6,1.4,11.6,18.23,387.75,0.28,5.77,1.58,0.12,0.0043,3.3,3.5,4.6,True
batch2563,Arbequina,2.2,51.73,21.69,0.0,24.6,40.8,1.2,14.1,20.53,312.44,0.27,5.68,1.58,0.13,0.005,4.6,3.3,3.8,True
batch2564,Cobrançosa,3.73,54.11,16.23,0.01,23.8,32.7,1.18,11.8,14.63,352.55,0.24,2.65,1.27,0.11,0.0059,4.5,3.7,4.5,True
batch2565,Galega,3.53,56.62,20.98,0.12,31.4,28.2,1.61,11.1,16.46,374.97,0.38,6.51,1.62,0.15,0.0047,3.1,3.4,4.7,True
batch2566,Cobrançosa,1.87,56.58,19.83,0.16,20.7,50.0,0.24,7.1,12.99,318.95,0.53,5.4,1.54,0.16,0.0068,4.5,3.4,4.2,True
batch2567,Galega,3.43,45.97,19.97,0.87,26.5,41.9,1.45,12.1,12.99,297.0,1.58,6.94,1.61,0.29,0.0126,5.1,2.6,3.5,False
batch2568,Picual,4.19,50.76,21.45,0.27,24.0,53.2,1.34,10.5,15.64,215.91,0.73,8.16,1.7,0.17,0.0071,4.9,2.6,2.9,False
batch2569,Picual,4.3,56.17,16.48,0.53,26.4,43.1,2.31,9.7,12.08,273.89,1.03,6.74,1.66,0.19,0.0093,4.9,2.8,3.6,False
batch2570,Arbequina,2.81,51.36,20.12,0.07,26.3,34.9,1.51,11.0,19.43,380.04,0.31,5.13,1.47,0.13,0.0061,4.6,3.8,4.7,True
batch2571,Galega,2.3,46.95,14.18,0.08,26.6,30.0,1.93,13.8,14.04,408.36,0.31,4.7,1.49,0.12,0.006,5.1,3.7,4.7,True
batch2572,Arbequina,3.86,46.46,18.28,0.48,26.1,34.5,1.73,12.8,14.46,308.38,0.94,4.23,1.44,0.19,0.0091,4.5,3.1,3.5,False
batch2573,Arbequina,1.88,53.66,16.22,0.22,22.6,30.3,2.21,4.7,13.02,477.63,0.54,2.0,1.3,0.15,0.0076,4.3,4.5,5.7,False
batch2574,Cobrançosa,2.36,56.91,19.11,0.13,28.3,42.3,2.39,5.7,16.7,416.28,0.45,6.64,1.6,0.15,0.0047,4.3,4.0,5.0,True
batch2575,Picual,4.23,48.63,19.06,0.02,26.3,44.4,1.75,6.1,19.02,305.71,0.33,7.06,1.62,0.13,0.005,4.9,2.9,3.7,True
batch2576,Galega,1.92,54.81,14.62,0.51,27.0,39.7,2.84,4.5,11.08,444.56,1.02,6.12,1.55,0.2,0.0082,5.0,5.0,5.6,False
batch2577,Arbequina,2.76,49.48,15.08,0.5,24.7,31.2,1.53,9.2,11.86,406.44,0.98,3.34,1.42,0.22,0.0084,4.9,4.0,4.8,False
batch2578,Cobrançosa,2.77,51.38,19.12,0.64,20.1,52.8,2.71,8.5,9.17,232.66,1.25,5.93,1.52,0.23,0.0114,4.2,2.7,2.8,False
batch2579,Galega,1.88,46.37,20.04,0.28,29.6,46.2,1.32,8.7,17.08,381.99,0.72,8.41,1.67,0.17,0.006,3.4,3.7,4.7,False
batch2580,Arbequina,4.14,51.15,16.74,0.7,29.2,33.3,1.13,13.1,11.46,338.35,1.28,6.93,1.61,0.21,0.0099,4.1,3.4,3.8,False
batch2581,Galega,4.33,48.27,19.98,0.08,31.7,51.2,2.07,3.5,15.99,284.74,0.43,10.72,1.77,0.14,0.0062,2.6,2.7,3.2,True
batch2582,Arbequina,3.26,57.22,14.78,0.24,31.1,27.4,0.56,9.5,10.81,409.98,0.57,5.71,1.5,0.13,0.0074,2.8,4.2,5.3,False
batch2583,Picual,2.22,53.29,17.12,0.35,31.2,49.5,0.26,12.6,12.36,305.49,0.84,11.02,1.75,0.19,0.0074,3.3,3.2,3.7,False
batch2584,Arbequina,3.01,50.23,19.53,0.34,22.9,52.9,1.8,14.9,13.46,220.43,0.81,7.24,1.65,0.17,0.0087,4.6,2.2,2.5,False
batch2585,Picual,4.22,47.59,16.29,0.34,28.0,28.7,1.91,2.9,14.19,409.09,0.73,4.08,1.53,0.18,0.0073,4.3,4.3,4.8,False
batch2586,Galega,2.32,55.12,15.8,0.25,24.3,35.8,0.02,7.7,12.77,417.54,0.6,2.62,1.42,0.17,0.0093,4.6,4.0,5.4,False
