batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch491,Picual,3.36,53.37,18.64,0.26,25.3,49.1,1.0,4.2,15.56,339.46,0.69,8.25,1.72,0.19,0.0052,4.8,3.1,4.2,False
batch492,Cobrançosa,2.08,48.22,18.5,0.6,22.7,46.5,1.74,14.3,12.82,284.01,1.18,6.06,1.51,0.2,0.0094,4.7,3.1,3.4,False
batch493,Cobrançosa,3.34,53.29,17.73,0.02,29.9,46.7,2.66,2.4,16.17,357.46,0.33,8.68,1.61,0.13,0.0059,4.0,3.4,4.6,True
batch494,Cobrançosa,2.58,45.1,17.61,0.22,29.6,44.3,0.46,10.1,15.52,346.41,0.6,8.14,1.69,0.18,0.0072,3.4,3.5,4.4,False
batch495,Arbequina,4.28,57.21,16.07,0.06,22.4,26.3,1.6,12.4,12.09,308.91,0.32,2.0,1.32,0.11,0.0066,4.7,3.1,3.7,True
batch496,Galega,4.47,49.8,20.23,0.34,20.6,54.3,2.21,11.6,11.33,201.69,0.81,7.0,1.51,0.18,0.0092,4.1,2.0,2.5,False
batch497,Galega,3.89,51.94,19.42,0.18,28.2,49.2,2.32,13.3,17.09,255.41,0.57,9.28,1.65,0.16,0.0068,4.3,2.8,2.8,True
batch498,Galega,2.82,55.35,20.15,0.15,31.8,49.1,1.15,9.4,15.16,298.03,0.53,10.18,1.7,0.15,0.0062,2.1,2.7,3.9,True
batch499,Picual,3.57,45.71,14.21,0.05,29.2,47.9,1.0,14.2,13.57,283.16,0.37,9.18,1.64,0.15,0.006,3.9,2.9,3.3,True
batch500,Galega,4.21,53.55,16.64,0.22,24.4,32.7,2.84,1.3,14.51,402.1,0.56,3.89,1.47,0.17,0.0073,4.9,3.6,4.4,False
batch501,Picual,3.57,54.06,14.87,0.13,26.4,32.1,2.9,4.5,13.83,422.29,0.43,3.79,1.49,0.14,0.0044,4.5,4.4,5.4,True
batch502,Picual,3.31,57.7,17.51,0.55,25.1,46.8,1.9,13.0,12.2,246.61,1.12,6.5,1.52,0.21,0.0108,4.4,2.7,2.8,False
batch503,Galega,3.76,52.41,16.8,0.32,21.9,29.4,2.28,14.9,12.36,308.13,0.68,2.0,1.31,0.16,0.0085,4.1,3.0,3.5,False
batch504,Arbequina,3.67,54.77,18.73,0.02,30.0,42.9,1.83,2.1,16.72,399.66,0.26,8.22,1.67,0.12,0.0054,3.4,4.0,4.6,True
batch505,Arbequina,2.29,49.8,20.13,0.53,24.3,26.6,1.65,6.3,13.83,469.94,1.01,2.0,1.29,0.2,0.0094,4.8,5.1,5.5,False
batch506,Cobrançosa,2.6,49.85,14.4,0.14,28.6,38.8,0.96,14.0,13.37,362.46,0.45,6.39,1.6,0.15,0.0062,4.2,3.6,4.3,True
batch507,Galega,4.29,48.95,17.17,0.41,24.4,27.1,0.96,8.1,13.28,368.55,0.81,2.72,1.41,0.18,0.0075,4.8,3.7,4.7,False
batch508,Picual,3.69,54.73,19.22,0.26,27.1,48.0,2.5,13.8,15.94,265.2,0.67,8.41,1.76,0.17,0.0073,4.6,2.3,3.2,False
batch509,Cobrançosa,3.14,52.98,18.33,0.03,30.7,52.6,0.66,13.5,14.6,260.28,0.35,11.44,1.74,0.14,0.0062,2.9,2.4,3.4,True
batch510,Cobrançosa,2.54,45.61,14.46,0.31,28.1,49.5,0.72,1.1,12.35,371.28,0.75,8.25,1.66,0.16,0.0088,4.1,3.5,4.8,False
batch511,Arbequina,2.16,45.21,19.4,0.33,29.7,34.8,2.25,4.4,16.06,488.62,0.69,6.1,1.56,0.18,0.0061,3.5,4.9,5.7,False
batch512,Picual,2.57,48.49,19.27,0.05,25.5,29.6,2.53,4.1,18.5,463.21,0.29,3.33,1.42,0.14,0.0073,4.9,4.5,5.7,True
batch513,Galega,3.21,46.86,18.55,0.43,26.6,49.9,1.81,12.6,14.56,268.05,0.92,8.86,1.65,0.19,0.0082,5.1,3.2,3.2,False
batch514,Arbequina,3.3,53.62,16.29,0.31,25.6,41.1,0.92,12.7,14.03,292.34,0.72,5.37,1.57,0.19,0.0077,5.0,2.6,3.5,False
batch515,Arbequina,3.64,47.52,16.05,0.63,22.3,51.0,1.54,13.3,9.84,219.31,1.25,6.93,1.64,0.22,0.0102,4.5,2.2,2.4,False
batch516,Arbequina,3.03,50.9,21.43,0.21,31.1,38.0,1.79,10.6,17.61,366.04,0.53,7.42,1.54,0.17,0.0076,3.0,3.3,4.4,False
batch517,Arbequina,3.96,54.72,14.02,0.17,29.9,40.2,0.14,10.0,11.76,321.26,0.53,7.57,1.66,0.16,0.0058,3.5,2.9,3.7,True
batch518,Cobrançosa,2.31,46.87,14.38,0.11,26.9,41.5,1.76,14.6,13.84,305.25,0.44,7.37,1.64,0.13,0.0057,5.4,3.1,3.8,True
batch519,Picual,2.03,46.48,17.89,0.47,26.2,34.3,1.02,8.5,14.52,440.05,0.93,4.8,1.47,0.18,0.0075,4.5,4.4,5.3,False
batch520,Cobrançosa,3.5,56.83,19.47,0.01,26.2,50.9,1.7,4.2,16.94,311.14,0.31,8.3,1.73,0.13,0.0059,4.6,3.6,3.7,True
batch521,Galega,2.55,50.66,16.37,0.14,24.7,51.8,1.85,6.6,13.58,303.57,0.51,7.73,1.67,0.16,0.0061,4.8,3.1,4.0,True
batch522,Galega,2.19,55.13,17.34,0.08,21.6,48.2,2.28,0.3,13.55,370.45,0.42,4.05,1.49,0.15,0.0062,4.5,3.7,4.8,True
batch523,Picual,3.11,46.7,17.9,0.47,21.2,48.0,0.53,9.8,12.15,260.4,1.0,5.61,1.51,0.18,0.0104,4.3,2.6,3.3,False
batch524,Arbequina,2.65,45.4,18.26,0.08,23.8,48.9,2.0,9.6,16.25,303.17,0.37,6.56,1.6,0.13,0.0077,4.5,3.2,3.7,True
batch525,Arbequina,3.33,50.02,15.58,0.48,21.1,33.7,2.59,1.0,10.46,428.43,0.94,2.0,1.36,0.21,0.01,4.4,4.2,4.9,False
batch526,Picual,1.97,46.13,16.75,0.48,26.4,36.9,1.81,1.4,13.36,507.82,0.93,4.9,1.58,0.19,0.0075,5.1,5.4,6.0,False
batch527,Cobrançosa,1.9,55.27,18.09,0.15,29.9,40.6,0.09,6.1,15.43,449.83,0.46,7.62,1.53,0.14,0.0064,3.3,4.7,5.5,True
batch528,Cobrançosa,2.66,57.29,20.9,0.13,29.1,46.7,1.54,11.9,17.87,292.84,0.5,8.45,1.7,0.15,0.0058,4.0,3.1,3.7,True
batch529,Galega,3.2,52.18,18.22,0.24,21.6,26.6,1.38,3.1,13.03,423.3,0.56,2.0,1.29,0.14,0.0065,4.5,4.4,5.3,False
batch530,Cobrançosa,4.35,51.07,15.45,0.13,26.8,33.3,0.5,5.9,14.38,355.06,0.4,4.91,1.46,0.12,0.0065,5.4,3.2,3.7,True
batch531,Picual,3.64,48.83,16.55,0.12,29.7,54.0,1.58,2.4,12.6,292.69,0.48,11.7,1.8,0.14,0.0051,3.6,3.0,3.2,True
batch532,Cobrançosa,2.23,45.36,17.72,0.01,25.7,51.1,1.07,11.9,16.07,282.8,0.33,8.36,1.68,0.14,0.003,5.1,2.9,3.5,True
batch533,Galega,4.29,48.5,17.55,0.02,25.8,25.3,2.09,14.7,15.57,290.44,0.24,2.64,1.34,0.12,0.0049,4.9,2.4,3.6,True
batch534,Galega,2.4,51.41,19.32,0.28,22.9,25.4,2.09,4.0,13.86,467.67,0.59,2.0,1.4,0.16,0.0058,4.2,4.4,5.5,False
batch535,Arbequina,2.89,55.81,15.88,0.07,25.9,47.1,0.82,5.6,14.38,336.12,0.41,7.03,1.71,0.13,0.0056,4.9,3.0,3.9,True
batch536,Galega,2.35,52.55,16.32,0.02,23.0,47.4,0.35,14.2,14.38,271.68,0.3,6.0,1.58,0.12,0.0061,4.4,3.0,3.4,True
batch537,Galega,3.28,46.12,15.15,0.24,27.6,29.9,0.63,2.7,13.88,473.37,0.55,3.53,1.44,0.16,0.0069,4.4,4.4,6.1,False
batch538,Arbequina,2.17,46.61,19.22,0.08,28.7,31.7,1.15,11.6,18.07,436.53,0.34,5.49,1.48,0.13,0.0058,3.9,4.2,5.1,True
batch539,Picual,2.7,50.63,14.69,0.12,30.6,54.4,2.86,1.1,10.9,339.74,0.51,11.82,1.81,0.17,0.0056,3.5,3.2,4.3,True
batch540,Galega,1.84,54.65,21.48,0.08,27.6,54.2,2.67,5.7,16.61,329.33,0.44,9.18,1.67,0.16,0.0058,4.9,3.8,3.9,True
batch541,Picual,2.45,48.55,19.08,0.25,31.1,38.9,2.2,1.3,15.66,463.34,0.62,7.13,1.62,0.14,0.0085,3.1,4.3,6.1,False
batch542,Arbequina,3.74,56.14,16.47,0.01,30.4,35.0,0.72,12.7,14.3,330.82,0.25,7.22,1.64,0.12,0.0061,3.2,3.4,3.7,True
batch543,Picual,3.78,48.3,16.42,0.02,30.8,28.8,0.07,0.7,15.53,471.85,0.23,5.49,1.55,0.13,0.0059,3.2,4.7,6.1,True
batch544,Cobrançosa,1.85,55.48,20.14,0.13,21.7,44.0,2.6,13.6,15.5,293.64,0.47,4.87,1.48,0.15,0.0062,5.0,3.2,3.4,True
batch545,Picual,3.78,57.11,21.64,0.04,29.2,39.4,2.85,3.0,19.14,389.11,0.32,6.02,1.5,0.13,0.0054,3.8,3.9,4.7,True
batch546,Picual,3.96,49.96,21.88,0.0,21.3,32.2,2.12,12.3,18.37,313.93,0.22,2.57,1.35,0.12,0.0048,4.9,3.1,3.9,True
batch547,Cobrançosa,3.77,55.84,20.5,0.22,25.2,46.3,2.56,2.8,17.15,332.23,0.62,7.73,1.71,0.16,0.006,4.9,3.2,4.0,False
batch548,Galega,2.95,50.88,19.01,0.25,30.2,32.0,2.02,1.2,15.82,513.59,0.58,5.43,1.46,0.15,0.006,3.6,4.9,6.1,False
batch549,Arbequina,4.43,55.17,19.86,0.28,27.5,40.8,0.17,11.3,16.66,269.57,0.67,6.03,1.59,0.17,0.0075,4.8,2.5,3.1,False
batch550,Arbequina,4.49,45.24,14.39,0.32,23.6,44.8,2.06,14.3,11.71,219.18,0.76,6.09,1.47,0.17,0.0077,4.3,2.2,2.6,False
batch551,Galega,1.88,53.45,21.81,0.35,23.5,44.9,0.85,12.7,17.21,316.19,0.8,6.72,1.56,0.18,0.0083,4.7,3.0,3.7,False
batch552,Picual,2.26,46.23,14.32,0.38,27.6,35.2,1.73,7.8,11.89,450.21,0.81,5.93,1.6,0.17,0.0083,4.2,4.5,5.2,False
batch553,Galega,2.42,47.58,20.82,0.09,22.9,27.9,2.54,11.8,17.76,385.31,0.32,2.04,1.42,0.13,0.0043,4.7,3.6,4.8,True
batch554,Picual,2.87,51.37,18.43,0.0,23.3,42.2,2.94,0.2,16.83,404.28,0.27,4.72,1.48,0.13,0.0048,4.7,4.4,4.9,True
batch555,Picual,3.51,50.47,19.05,0.06,29.6,44.6,1.48,4.1,17.54,354.85,0.36,8.92,1.81,0.13,0.0045,3.7,3.8,4.0,True
batch556,Picual,2.71,54.7,17.92,0.14,28.7,44.8,0.93,7.9,16.09,346.37,0.46,7.77,1.68,0.13,0.005,4.1,3.2,4.3,True
batch557,Picual,4.37,53.38,21.29,0.07,28.5,49.0,0.5,14.6,18.98,212.92,0.38,9.97,1.79,0.14,0.0066,4.7,1.9,2.3,True
batch558,Arbequina,3.96,55.71,20.87,0.38,30.3,45.4,2.74,3.8,15.61,327.56,0.85,9.74,1.75,0.18,0.0078,3.1,3.2,3.7,False
batch559,Galega,2.55,54.2,17.31,0.02,23.4,49.9,0.51,11.9,14.77,275.18,0.35,6.61,1.54,0.16,0.0066,4.9,2.6,3.0,True
batch560,Picual,3.93,47.63,19.87,0.7,26.4,51.8,1.35,5.4,13.23,273.61,1.34,8.18,1.68,0.24,0.0088,4.8,2.8,3.0,False
batch561,Galega,4.46,53.47,18.0,0.08,28.4,48.5,1.22,9.9,16.35,263.56,0.39,9.03,1.69,0.14,0.006,4.3,2.5,3.2,True
batch562,Galega,3.28,52.78,15.3,0.03,25.1,43.6,2.36,12.0,14.85,290.49,0.32,6.3,1.59,0.12,0.0041,4.8,2.8,3.9,True
batch563,Picual,4.11,57.5,21.94,0.15,28.6,45.6,2.02,3.0,18.85,333.98,0.52,9.02,1.62,0.17,0.0085,4.2,2.9,4.1,True
batch564,Cobrançosa,3.47,56.79,20.13,0.07,29.8,40.8,0.67,12.5,17.54,316.35,0.37,8.49,1.68,0.13,0.0052,4.0,3.5,3.6,True
batch565,Cobrançosa,3.93,49.61,14.49,0.22,26.5,37.7,1.11,13.7,13.15,285.87,0.54,6.44,1.53,0.14,0.0045,4.9,3.1,3.5,False
batch566,Galega,2.07,49.6,15.28,0.43,28.8,43.7,1.02,0.8,12.42,446.81,0.88,6.97,1.66,0.19,0.0085,4.0,4.6,5.3,False
batch567,Galega,1.82,55.16,17.1,0.01,24.6,31.2,2.95,3.3,16.02,516.54,0.22,2.0,1.32,0.11,0.0045,4.7,5.1,6.1,True
batch568,Picual,3.66,55.9,15.81,0.07,26.8,34.3,1.17,12.9,14.41,328.77,0.34,5.61,1.49,0.13,0.0062,5.0,3.3,4.0,True
batch569,Galega,3.98,52.0,16.32,0.15,31.7,50.2,2.11,14.7,12.87,209.76,0.53,11.28,1.76,0.17,0.0071,2.5,2.1,2.5,True
batch570,Galega,3.02,52.59,21.01,0.11,30.9,36.6,1.31,6.3,17.9,408.12,0.4,7.28,1.65,0.13,0.0077,3.3,4.1,4.9,True
batch571,Galega,3.3,54.97,18.4,0.04,26.1,48.8,1.62,8.1,16.71,301.37,0.34,7.29,1.6,0.14,0.0037,4.8,3.0,3.4,True
batch572,Cobrançosa,2.47,47.89,18.82,0.09,27.7,40.4,1.89,12.4,17.97,352.32,0.38,6.89,1.47,0.15,0.0067,4.7,3.5,4.4,True
batch573,Picual,4.05,55.92,20.94,0.06,20.3,43.3,0.36,12.9,14.92,221.87,0.34,3.71,1.51,0.13,0.0051,4.2,1.9,2.8,True
batch574,Picual,3.66,51.61,19.26,0.19,24.6,49.7,1.87,3.8,16.19,281.35,0.57,7.37,1.67,0.17,0.0072,4.8,2.7,3.2,True
batch575,Arbequina,3.04,57.04,18.22,0.07,27.6,38.9,1.28,12.9,16.57,327.54,0.38,7.04,1.53,0.13,0.0049,4.8,3.1,3.7,True
batch576,Arbequina,3.09,45.01,20.9,0.02,20.1,43.8,0.98,0.2,15.81,343.92,0.33,3.26,1.39,0.12,0.006,3.9,3.5,4.2,True
batch577,Cobrançosa,2.4,52.05,17.55,0.19,22.1,29.4,1.92,0.3,13.72,480.4,0.46,2.0,1.29,0.15,0.0075,4.7,4.7,5.8,True
batch578,Picual,3.89,50.53,18.55,0.17,29.3,45.0,2.37,8.7,16.92,312.5,0.52,9.1,1.78,0.16,0.007,4.0,2.9,3.8,True
batch579,Arbequina,3.77,45.72,21.8,0.25,30.9,45.5,0.78,14.2,18.31,242.53,0.66,8.46,1.7,0.15,0.0083,3.0,2.7,3.1,False
batch580,Cobrançosa,2.98,46.38,15.65,0.11,20.8,38.2,1.44,1.4,12.2,411.45,0.43,2.48,1.29,0.14,0.0057,4.5,4.4,4.5,True
batch581,Arbequina,2.68,49.65,19.66,0.36,21.7,28.3,2.4,0.6,14.33,470.51,0.73,2.0,1.19,0.17,0.0069,4.3,4.5,5.7,False
batch582,Picual,3.28,56.13,15.78,0.01,30.8,44.1,2.85,6.3,13.41,339.56,0.29,8.96,1.69,0.13,0.0059,3.2,3.6,4.5,True
batch583,Arbequina,2.39,54.22,21.72,0.02,27.6,30.4,2.41,7.2,21.07,457.44,0.23,4.28,1.44,0.12,0.0054,5.1,4.5,5.4,True
batch584,Galega,2.2,47.17,17.52,0.0,21.3,51.5,0.99,1.6,13.64,328.22,0.32,5.68,1.58,0.14,0.0068,4.5,3.1,4.0,True
batch585,Picual,2.11,55.77,21.67,0.27,27.6,29.7,2.56,14.2,18.34,396.3,0.6,4.68,1.43,0.16,0.0066,4.5,4.1,4.9,False
batch586,Arbequina,4.46,55.36,16.81,0.41,26.9,46.6,1.34,13.0,13.58,239.3,0.94,7.67,1.63,0.17,0.0079,5.0,2.7,3.2,False
batch587,Arbequina,4.22,46.66,18.46,0.19,29.7,54.4,1.82,4.3,13.56,279.3,0.6,11.29,1.85,0.15,0.0083,3.6,2.7,3.7,True
batch588,Cobrançosa,2.82,55.2,21.96,0.06,24.4,54.9,1.69,0.5,15.85,298.87,0.42,8.24,1.6,0.13,0.0047,4.9,3.0,3.5,True
batch589,Picual,4.03,55.3,17.88,0.07,24.4,26.0,1.45,0.5,14.6,422.34,0.33,2.0,1.33,0.13,0.0058,5.2,4.6,5.1,True
batch590,Cobrançosa,2.61,45.51,19.45,0.22,20.1,39.2,1.34,4.9,13.68,383.02,0.54,2.31,1.44,0.17,0.0072,4.6,3.8,4.6,False
batch591,Cobrançosa,2.19,51.88,14.04,0.02,21.0,25.4,1.74,14.7,10.04,363.04,0.25,2.0,1.28,0.15,0.0056,4.6,3.9,4.5,True
batch592,Picual,2.51,46.17,14.28,0.04,26.6,30.3,2.61,10.1,14.21,411.82,0.26,3.44,1.42,0.13,0.0045,5.2,3.9,5.1,True
batch593,Galega,3.69,57.69,19.1,0.15,23.8,30.3,0.39,2.3,15.78,409.93,0.44,2.83,1.39,0.14,0.0074,4.7,4.0,5.2,True
batch594,Cobrançosa,2.75,54.7,18.41,0.68,26.0,50.4,0.09,14.4,11.54,257.0,1.3,7.75,1.6,0.22,0.0113,4.8,2.5,3.2,False
batch595,Galega,3.71,47.25,14.26,0.03,24.2,39.0,2.6,3.6,13.52,350.44,0.3,5.32,1.49,0.14,0.0053,4.8,3.5,4.4,True
batch596,Cobrançosa,2.11,57.66,21.2,0.05,25.0,54.8,1.39,3.5,15.19,308.63,0.42,8.59,1.63,0.14,0.0067,5.0,2.8,3.8,True
batch597,Arbequina,2.26,53.23,15.32,0.47,25.4,47.5,1.39,5.4,11.95,351.59,0.99,6.73,1.66,0.2,0.0095,4.7,3.1,4.3,False
batch598,Picual,2.69,55.29,16.08,0.19,23.6,50.0,0.26,2.7,12.83,323.33,0.57,6.29,1.65,0.15,0.0079,4.5,3.3,3.9,True
batch599,Cobrançosa,4.01,51.97,19.76,0.18,26.4,28.0,1.29,3.2,17.62,415.32,0.47,3.84,1.45,0.15,0.0054,4.6,4.2,4.9,True
batch600,Galega,3.62,49.51,16.51,0.07,22.1,26.0,0.14,13.4,13.03,333.5,0.29,2.0,1.36,0.14,0.0054,4.4,3.4,4.0,True
batch601,Cobrançosa,4.15,56.88,20.4,0.05,22.6,39.1,2.97,10.8,17.1,278.78,0.33,3.34,1.38,0.14,0.005,4.4,2.8,3.2,True
batch602,Picual,4.37,48.55,21.95,0.19,21.9,52.4,0.44,1.1,16.08,233.76,0.59,7.34,1.62,0.16,0.005,4.5,2.4,3.0,True
batch603,Galega,1.97,57.45,14.98,0.54,23.7,25.1,2.26,10.6,9.31,434.75,1.03,2.07,1.34,0.19,0.0095,4.5,4.2,5.3,False
batch604,Picual,3.05,55.42,20.13,0.73,27.6,48.7,2.42,11.0,13.12,299.54,1.41,9.17,1.63,0.24,0.0108,4.6,2.7,3.9,False
batch605,Cobrançosa,3.81,45.83,14.39,0.02,23.4,33.5,0.26,5.7,13.45,372.18,0.27,2.86,1.31,0.13,0.0051,4.5,3.8,4.2,True
batch606,Arbequina,1.86,46.06,18.55,0.07,23.8,41.0,2.57,9.3,16.69,379.23,0.33,4.43,1.51,0.15,0.0051,4.7,3.5,4.0,True
batch607,Galega,4.21,57.63,15.28,0.51,20.2,42.1,1.88,6.7,8.68,280.8,1.02,3.53,1.4,0.2,0.0079,4.0,3.0,3.5,False
batch608,Picual,2.73,53.11,16.06,0.26,21.0,43.4,0.95,9.6,11.37,304.36,0.64,4.89,1.55,0.17,0.0082,4.5,2.9,3.3,False
batch609,Arbequina,4.26,57.04,17.94,0.01,30.7,38.4,2.91,11.2,15.21,316.35,0.24,7.79,1.72,0.11,0.0055,2.9,3.0,3.7,True
batch610,Picual,2.07,56.97,17.58,0.1,20.8,52.7,2.01,10.9,11.05,258.48,0.48,6.96,1.59,0.15,0.0057,4.3,2.5,3.6,True
batch611,Arbequina,3.51,45.2,16.77,0.1,26.4,41.0,1.14,0.8,16.0,395.67,0.42,5.26,1.5,0.14,0.0068,4.9,4.1,4.9,True
batch612,Galega,2.22,50.53,15.72,0.1,30.5,36.0,2.89,4.0,14.41,491.24,0.4,6.3,1.55,0.12,0.0061,3.3,5.0,6.1,True
batch613,Cobrançosa,3.79,50.92,19.32,0.06,24.1,54.5,1.79,4.2,14.41,257.82,0.41,8.87,1.69,0.14,0.0057,4.9,2.6,3.1,True
batch614,Cobrançosa,3.93,47.37,17.32,0.32,27.9,51.9,0.51,8.5,13.3,253.06,0.8,9.77,1.88,0.2,0.0081,4.7,2.5,2.9,False
batch615,Arbequina,2.49,46.3,16.24,0.12,24.3,29.2,1.19,6.7,14.78,456.91,0.39,2.86,1.28,0.15,0.0057,4.9,4.6,5.5,True
batch616,Picual,1.96,53.54,21.57,0.51,20.8,38.1,1.96,1.6,13.3,444.97,0.97,2.0,1.34,0.19,0.0085,4.5,4.2,5.5,False
batch617,Galega,3.74,54.94,14.32,0.04,27.1,36.9,1.42,8.0,13.19,355.61,0.32,5.61,1.64,0.13,0.0053,5.2,3.6,4.3,True
batch618,Arbequina,2.81,55.66,18.5,0.36,26.2,31.3,2.6,2.5,14.86,493.71,0.76,3.43,1.39,0.16,0.0082,4.8,5.0,6.0,False
batch619,Arbequina,2.76,53.9,21.21,0.29,26.8,40.1,2.3,11.4,17.89,339.64,0.68,5.51,1.5,0.15,0.0067,5.1,3.3,4.2,False
batch620,Picual,1.81,56.02,17.74,0.04,25.5,38.2,1.4,9.3,16.4,420.79,0.31,5.07,1.46,0.12,0.0042,4.7,4.2,4.8,True
batch621,Picual,4.31,56.03,19.64,0.24,21.5,43.1,1.7,6.4,13.86,275.94,0.62,4.99,1.47,0.15,0.0055,4.3,2.8,3.1,False
batch622,Arbequina,2.82,46.96,17.85,0.01,24.4,36.9,1.61,8.1,17.15,371.78,0.24,3.78,1.39,0.12,0.0067,4.3,3.8,4.6,True
batch623,Cobrançosa,4.17,52.71,19.56,0.06,21.2,54.8,2.75,9.6,12.68,186.1,0.43,6.52,1.49,0.13,0.0059,4.4,1.6,2.0,True
batch624,Galega,3.7,47.09,20.6,0.42,26.3,31.9,1.92,8.8,16.74,377.3,0.85,3.94,1.41,0.2,0.0101,5.0,4.0,4.3,False
batch625,Picual,3.43,57.43,19.79,0.24,20.6,50.1,0.97,9.9,12.58,241.47,0.62,5.89,1.44,0.16,0.0078,4.4,2.4,2.5,False
batch626,Galega,3.98,52.44,16.37,0.02,26.3,31.0,1.1,7.6,15.6,371.45,0.22,3.71,1.45,0.13,0.0052,5.0,3.9,4.4,True
batch627,Picual,4.27,57.58,20.94,0.42,30.2,31.4,1.42,6.0,15.34,409.57,0.86,5.92,1.45,0.2,0.0092,3.6,3.9,5.0,False
batch628,Picual,4.31,47.53,15.95,0.13,26.2,41.3,0.02,0.6,15.16,350.43,0.45,5.93,1.41,0.13,0.0063,5.2,3.7,4.2,True
batch629,Cobrançosa,2.14,50.6,14.01,0.29,21.5,52.0,0.68,7.7,9.58,288.57,0.73,6.22,1.61,0.17,0.0088,4.3,2.9,3.5,False
batch630,Galega,4.31,50.74,14.39,0.03,23.1,26.0,0.77,12.4,11.79,296.11,0.23,2.0,1.28,0.12,0.0068,4.8,3.1,3.3,True
batch631,Cobrançosa,3.49,49.21,19.87,0.04,20.4,45.1,1.53,0.1,15.59,311.35,0.31,4.29,1.33,0.13,0.0055,4.5,3.0,4.2,True
batch632,Picual,3.3,47.31,17.12,0.05,28.5,34.1,1.61,2.4,17.04,452.08,0.32,6.17,1.47,0.13,0.0053,4.3,4.8,5.3,True
batch633,Picual,3.25,56.9,17.67,0.47,30.3,39.3,1.2,14.3,13.1,329.22,0.92,8.47,1.71,0.17,0.0078,3.5,3.5,4.0,False
batch634,Arbequina,4.25,49.27,18.71,0.57,30.0,51.9,0.5,0.5,12.54,310.18,1.16,10.42,1.78,0.23,0.009,3.4,2.9,4.1,False
batch635,Cobrançosa,3.37,56.33,18.8,0.29,22.8,31.9,1.57,6.4,14.24,379.09,0.63,2.0,1.35,0.17,0.0064,4.4,3.7,4.7,False
batch636,Arbequina,3.79,57.82,20.86,0.02,25.7,53.9,1.31,5.3,15.91,261.03,0.32,8.65,1.75,0.13,0.0056,5.1,2.7,3.4,True
batch637,Arbequina,2.14,55.04,17.74,0.25,22.4,52.7,1.13,11.8,12.04,255.11,0.68,6.39,1.48,0.19,0.0075,4.4,2.3,3.3,False
batch638,Picual,4.15,57.14,14.93,0.01,30.3,41.7,2.89,5.2,13.11,362.07,0.29,8.36,1.73,0.13,0.0059,3.2,3.8,4.2,True
batch639,Cobrançosa,2.25,56.93,20.56,0.26,23.2,27.9,0.92,3.5,15.73,494.24,0.58,2.0,1.38,0.17,0.0054,4.5,4.7,6.2,False
batch640,Arbequina,4.43,48.07,19.44,0.1,29.5,41.1,0.83,13.6,18.5,259.86,0.44,8.13,1.71,0.16,0.0047,3.6,2.5,3.3,True
batch641,Galega,3.47,50.48,19.84,0.0,30.3,38.6,2.8,4.9,18.69,408.8,0.23,6.96,1.53,0.12,0.0064,3.7,4.0,5.0,True
batch642,Galega,2.93,51.28,21.93,0.31,31.9,44.0,0.43,6.1,16.37,336.4,0.75,10.33,1.76,0.17,0.0067,2.9,3.2,4.0,False
batch643,Picual,2.53,56.24,20.8,0.1,28.2,52.9,1.37,2.9,16.29,327.66,0.49,10.51,1.75,0.14,0.0077,4.2,3.3,4.0,True
batch644,Picual,3.08,54.68,17.79,0.0,27.1,53.5,2.94,11.5,14.55,261.1,0.3,9.03,1.63,0.12,0.0068,5.1,2.9,3.3,True
batch645,Arbequina,2.68,49.26,16.04,0.04,28.8,26.0,1.35,11.5,14.21,422.86,0.23,4.12,1.44,0.13,0.0043,4.3,4.1,4.9,True
batch646,Galega,2.95,57.01,14.02,0.03,23.7,38.7,2.21,13.6,12.06,319.7,0.29,4.12,1.45,0.13,0.0046,4.7,3.2,3.7,True
batch647,Galega,2.37,56.21,19.5,0.25,29.4,43.1,2.82,1.4,16.19,435.63,0.65,8.09,1.7,0.18,0.009,4.1,4.9,5.0,False
batch648,Galega,2.09,54.26,19.91,0.06,31.2,52.6,0.47,2.1,14.44,361.83,0.37,10.57,1.79,0.14,0.0063,3.1,4.0,4.2,True
batch649,Galega,3.01,50.15,14.93,0.34,30.5,27.8,1.37,14.7,11.49,361.03,0.68,5.64,1.51,0.17,0.0072,3.3,3.5,4.2,False
batch650,Picual,2.31,57.4,18.53,0.17,21.5,27.9,2.08,5.6,13.12,462.14,0.45,2.0,1.42,0.15,0.0049,4.6,4.8,5.8,True
batch651,Galega,3.46,57.86,16.04,0.65,22.7,50.3,2.59,7.1,9.63,279.78,1.26,6.42,1.59,0.22,0.009,4.7,3.0,3.2,False
batch652,Cobrançosa,2.01,53.1,14.48,0.72,20.6,47.0,2.42,8.0,8.31,308.63,1.36,3.71,1.55,0.23,0.0105,4.5,2.8,4.0,False
batch653,Galega,3.99,55.06,20.08,0.49,25.8,54.4,1.23,2.9,12.34,259.44,1.04,9.41,1.67,0.19,0.0108,4.9,2.3,3.0,False
batch654,Cobrançosa,3.61,53.49,15.17,0.42,24.8,33.0,1.52,5.6,11.99,379.88,0.86,3.65,1.3,0.2,0.0089,4.9,3.6,4.3,False
